   0.0000000    0.9363489   -0.0999999   -0.2100000    0.9070001
  10.0000000    1.0601252   -0.0940003   -0.3450003    0.9980001
  20.0000000    0.9076172   -0.1629996   -0.3239999    0.8320000
  30.0000000    0.9493989   -0.0900002   -0.3369999    0.8830001
  40.0000000    0.9422470   -0.0489998   -0.2680001    0.9020002
  50.0000000    0.9186366   -0.0730000   -0.3200002    0.8580000
  60.0000000    0.8912746   -0.0349998   -0.3070002    0.8360002
  70.0000000    0.9262792   -0.0190001   -0.2760000    0.8840001
  80.0000000    0.8999840   -0.0629997   -0.2609997    0.8590002
  90.0000000    0.9006727    0.0089998   -0.2890000    0.8530002
 100.0000000    0.9295381    0.0099998   -0.3849998    0.8460002
 110.0000000    0.9182045   -0.0070000   -0.3730001    0.8390002
 120.0000000    0.8532697   -0.0409999   -0.3480000    0.7780001
 130.0000000    0.9366621   -0.0040002   -0.4020000    0.8460000
 140.0000000    0.9066026   -0.0700002   -0.2719998    0.8620002
 150.0000000    0.9290587   -0.0980000   -0.3350000    0.8610001
 160.0000000    0.9024728   -0.0520000   -0.2930002    0.8520000
 170.0000000    0.9049215   -0.0850000   -0.3070002    0.8469999
 180.0000000    0.8988938   -0.0679998   -0.2690001    0.8550000
 190.0000000    0.8941442   -0.1059999   -0.3230000    0.8269999
 200.0000000    0.8893801   -0.1109996   -0.3260002    0.8199999
 210.0000000    0.8804170   -0.0489998   -0.2979999    0.8270001
 220.0000000    0.8945534   -0.0289998   -0.3169999    0.8360000
 230.0000000    0.9013013   -0.0419998   -0.3079996    0.8460002
 240.0000000    0.8914203   -0.0180001   -0.2950001    0.8410001
 250.0000000    0.8988687    0.0130000   -0.3299999    0.8360000
 260.0000000    0.8491274   -0.0139999   -0.3109999    0.7900002
 270.0000000    0.8754896    0.0070000   -0.3369999    0.8080001
 280.0000000    0.8688096    0.0149999   -0.3060002    0.8130000
 290.0000000    0.8615968   -0.0209999   -0.3820000    0.7720001
 300.0000000    0.8389645   -0.0599999   -0.3300004    0.7690001
 310.0000000    0.8750607   -0.0809999   -0.3610001    0.7930002
 320.0000000    0.8501022   -0.0369997   -0.3869996    0.7560000
 330.0000000    0.9260811   -0.0720000   -0.3810000    0.8410001
 340.0000000    0.8931304   -0.0590000   -0.3490000    0.8199999
 350.0000000    0.9058641   -0.0169997   -0.3099999    0.8509998
 360.0000000    0.8725631   -0.0290003   -0.3540001    0.7970002
 370.0000000    0.8690704   -0.0409999   -0.3790002    0.7810001
 380.0000000    0.8969048    0.0130000   -0.4299998    0.7870002
 390.0000000    0.8888742    0.0400000   -0.4440002    0.7690001
 400.0000000    0.8582761    0.1069999   -0.3699999    0.7670000
 410.0000000    0.8729978    0.0260000   -0.4749999    0.7320001
 420.0000000    0.9019629   -0.0259995   -0.4689999    0.7700002
 430.0000000    0.9265440    0.0060000   -0.5679998    0.7319999
 440.0000000    0.9021711   -0.0360003   -0.5089998    0.7440000
 450.0000000    0.8798465    0.0239997   -0.4949999    0.7270000
 460.0000000    0.9248212   -0.0379996   -0.4970002    0.7790000
 470.0000000    0.8724601   -0.0290003   -0.5090003    0.7080002
 480.0000000    0.9269934   -0.0520000   -0.6019998    0.7030001
 490.0000000    0.8741689    0.0190001   -0.4910002    0.7230000
 500.0000000    0.9160318   -0.0170002   -0.5170002    0.7560000
 510.0000000    0.9172019   -0.0289998   -0.4530001    0.7970002
 520.0000000    0.8746572    0.0049996   -0.4500003    0.7500000
 530.0000000    0.8900251    0.0899997   -0.4769998    0.7460001
 540.0000000    0.8996193    0.0390000   -0.4749999    0.7630000
 550.0000000    0.8883992    0.0840001   -0.4540000    0.7590001
 560.0000000    0.8384592    0.0669999   -0.4210000    0.7219999
 570.0000000    0.8252012    0.0899997   -0.4210000    0.7040000
 580.0000000    0.9052941    0.0890002   -0.4900002    0.7560000
 590.0000000    0.9171794    0.1360002   -0.4809999    0.7690001
 600.0000000    0.9129831    0.0280004   -0.4850001    0.7730000
 610.0000000    0.9038330    0.0040002   -0.5370002    0.7270000
 620.0000000    0.9768360    0.0479999   -0.5029998    0.8360000
 630.0000000    0.9009689    0.0500002   -0.4860001    0.7570000
 640.0000000    0.9115843    0.1120000   -0.5190001    0.7409999
 650.0000000    0.9714841    0.0890002   -0.5380001    0.8040001
 660.0000000    0.9295065    0.0460000   -0.5050001    0.7790000
 670.0000000    0.9386144    0.0240002   -0.5139999    0.7850001
 680.0000000    0.8836006    0.0669999   -0.4299998    0.7690001
 690.0000000    0.9439421    0.0830002   -0.5310001    0.7760003
 700.0000000    0.9497719    0.0489998   -0.4749999    0.8209999
 710.0000000    0.9078359    0.0250001   -0.5050001    0.7539999
 720.0000000    0.9036222    0.0899997   -0.4330001    0.7880001
 730.0000000    0.9326406    0.1529999   -0.5169997    0.7609999
 740.0000000    0.9406087    0.2179999   -0.4880004    0.7740002
 750.0000000    0.9258731    0.2009997   -0.4860001    0.7620001
 760.0000000    0.9176841    0.0920000   -0.5120001    0.7560000
 770.0000000    0.9789285    0.1020002   -0.4990001    0.8360000
 780.0000000    0.9293928    0.1389999   -0.4809999    0.7830000
 790.0000000    0.9109042    0.0710001   -0.5249996    0.7409999
 800.0000000    0.9567033    0.0629997   -0.5560002    0.7760000
 810.0000000    0.9292897    0.0310001   -0.5830002    0.7230000
 820.0000000    0.8898057    0.0190001   -0.5320001    0.7130001
 830.0000000    0.9769943    0.0810003   -0.6009998    0.7660000
 840.0000000    0.9194868    0.0559998   -0.5840001    0.7079999
 850.0000000    0.9510722    0.0400000   -0.5470004    0.7770000
 860.0000000    0.9688493    0.0669999   -0.5539999    0.7920001
 870.0000000    0.9585501    0.1489997   -0.5310001    0.7840002
 880.0000000    0.9656848    0.1510000   -0.5749998    0.7610002
 890.0000000    0.9365213    0.0879998   -0.4920001    0.7920001
 900.0000000    0.9745200    0.0730000   -0.5980000    0.7660000
 910.0000000    0.9809475    0.0679998   -0.6250000    0.7530000
 920.0000000    0.9419783    0.0330000   -0.5650001    0.7530000
 930.0000000    0.9180982    0.0119996   -0.5460000    0.7380002
 940.0000000    0.9509144    0.0460000   -0.5710001    0.7590001
 950.0000000    0.9870634    0.0630002   -0.5830002    0.7939999
 960.0000000    0.9182362    0.1149998   -0.5619998    0.7170000
 970.0000000    0.9603509    0.1120005   -0.6029997    0.7390001
 980.0000000    0.9417063    0.0510001   -0.5889997    0.7330000
 990.0000000    0.9284762   -0.0039997   -0.5660000    0.7360001
1000.0000000    0.9293208    0.0200000   -0.5860000    0.7210002
1010.0000000    0.8938938    0.0209999   -0.5630002    0.6940000
1020.0000000    0.8570142    0.0190001   -0.5160003    0.6840000
1030.0000000    0.9958261   -0.0570002   -0.6480002    0.7540002
1040.0000000    0.9041997   -0.0159998   -0.5250001    0.7360001
1050.0000000    0.9337757   -0.0180001   -0.5380001    0.7630000
