0	9.535687
1	9.535685
2	9.021107
3	9.076061
4	8.349752
5	8.175316
6	8.455071
7	8.636926
8	7.730234
9	8.276545
10	8.010048
11	8.326356
12	8.262999
13	8.275319
14	8.662669
15	8.968504
16	7.896347
17	8.009308
18	8.924602
19	8.367630
20	8.476264
21	8.178669
22	8.625511
23	8.522844
24	8.129669
25	8.436463
26	8.448278
27	8.256916
28	8.122896
29	8.750308
30	8.744017
31	8.630097
32	9.253115
33	8.678592
34	9.278123
35	9.523996
36	10.107847
37	9.585544
38	9.092787
39	8.247247
40	8.196137
41	8.099936
42	8.167575
43	8.562463
44	7.756872
45	7.834524
46	8.295897
47	8.178542
48	8.549000
49	8.567294
50	7.942552
51	7.772688
52	7.528600
53	8.264267
54	7.258102
55	8.162018
56	7.960926
57	7.038165
58	8.077265
59	7.238822
60	7.084077
61	7.618930
62	7.865591
63	7.729465
64	7.714530
65	8.388645
66	7.410675
67	7.518845
68	7.718608
69	7.817298
70	8.019903
71	8.259208
72	7.876960
73	7.473252
74	7.858382
75	7.730289
76	7.472593
77	7.307104
78	7.643941
79	7.503197
80	7.658743
81	8.509113
82	7.510373
83	7.708054
84	8.091217
85	7.770447
86	7.894403
87	8.246890
88	8.022906
89	8.494715
90	8.282614
91	8.508922
92	7.944156
93	7.986024
94	8.051764
95	8.322844
96	8.338063
97	8.485171
98	8.838778
99	8.727575
100	8.082824
101	7.354597
102	7.769981
103	7.427591
104	7.702212
105	8.208605
106	9.186465
107	8.308047
108	8.561443
109	8.461718
110	7.694655
111	7.934390
112	8.404745
113	8.617515
114	9.241717
115	8.639104
116	8.621384
117	8.614492
118	8.912591
119	8.993176
120	8.616320
121	8.208033
122	9.143435
123	7.994462
124	7.819526
125	8.251559
126	8.217583
127	8.237901
128	8.740488
129	8.522933
130	8.740075
131	7.732538
132	9.066165
133	8.263110
134	8.417988
135	8.369405
136	7.658057
137	8.078828
138	7.445921
139	7.834027
140	8.213282
141	8.081646
142	7.727308
143	7.809609
144	8.269133
145	8.512115
146	7.927231
147	8.789145
148	8.922164
149	8.173787
150	7.906050
151	8.793205
152	7.990062
153	8.475614
154	8.343966
155	8.537438
156	8.464961
157	8.733143
158	7.874141
159	8.358500
160	8.197774
161	7.946636
162	8.440502
163	8.400655
164	7.822333
165	8.747149
166	7.389061
167	8.129781
168	8.096089
169	8.229630
170	8.539258
171	8.023074
172	8.821841
173	8.928197
174	8.323679
175	8.650999
176	8.640148
177	8.270790
178	8.761805
179	7.936165
180	8.850428
181	7.919649
182	8.006250
183	8.299602
184	8.316020
185	8.382148
186	8.792884
187	8.365910
188	8.644469
189	8.101746
190	8.070533
191	7.838877
192	8.532450
193	8.393113
194	8.942709
195	9.158042
196	8.784464
197	9.101066
198	9.162874
199	8.925727
200	8.815430
201	9.727462
202	8.775723
203	8.413803
204	9.209758
205	8.602805
206	9.257595
207	8.896631
208	9.140532
209	9.048584
210	8.719320
211	8.743947
212	8.640429
213	8.675797
214	8.844906
215	9.067053
216	8.553998
217	8.457349
218	9.283239
219	8.968443
220	8.747420
221	8.513623
222	8.439249
223	9.190529
224	9.500299
225	9.132392
226	9.435862
227	8.993264
228	9.827581
229	8.722852
230	9.003489
231	8.706556
232	8.995565
233	8.599386
234	8.313464
235	7.830742
236	7.484792
237	7.581565
238	7.395304
239	7.977903
240	8.514532
241	8.414214
242	8.030682
243	8.656876
244	7.958203
245	7.848823
246	8.593309
247	8.740762
248	8.790865
249	8.888847
250	9.446256
251	9.540165
252	9.464257
253	9.484629
254	9.213083
255	9.347962
256	9.055522
257	9.046664
258	9.431791
259	8.746447
260	8.246180
261	9.204583
262	9.533110
263	10.447557
264	9.323246
265	9.604180
266	9.846394
267	9.574488
268	9.767261
269	9.575398
270	9.866001
271	9.893812
272	10.174210
273	10.565769
274	10.023937
275	9.570233
276	9.584383
277	9.492759
278	9.958877
279	9.575855
280	9.125359
281	9.057298
282	9.010771
283	9.050809
284	9.781484
285	8.927939
286	9.375444
287	8.706035
288	8.780060
289	9.366758
290	8.666914
291	9.148964
292	9.356181
293	9.306499
294	8.963319
295	8.564796
296	9.208313
297	8.748555
298	9.552816
299	8.648864
300	9.342634
301	8.442513
302	8.761475
303	8.577281
304	8.415544
305	9.068961
306	10.317430
307	8.740742
308	9.342688
309	8.756178
310	8.419909
311	8.603766
312	8.650784
313	8.497832
314	9.069185
315	8.760971
316	8.701465
317	8.676336
318	8.758693
319	8.178161
320	8.559731
321	8.716792
322	9.336990
323	9.040320
324	8.739532
325	8.364195
326	8.637395
327	8.390198
328	8.848379
329	9.580348
330	10.654219
331	9.687024
332	9.176431
333	9.609170
334	9.326874
335	8.952630
336	9.645504
337	8.629518
338	9.829148
339	10.198852
340	9.875666
341	10.492159
342	10.018267
343	9.947764
344	10.346576
345	10.851679
346	10.704576
347	10.434825
348	9.940109
349	10.152365
350	10.571032
351	10.555916
352	11.023888
353	10.484106
354	11.413526
