   0.0000000    0.9102865    0.6590004    0.5660000    0.2720001
  10.0000000    0.9037493    0.6749997    0.5130000    0.3130002
  20.0000000    0.9199186    0.6750002    0.5270000    0.3360000
  30.0000000    0.9399500    0.7509999    0.4720001    0.3110001
  40.0000000    0.9084653    0.7070003    0.4839997    0.3020000
  50.0000000    0.9376123    0.7729998    0.4580002    0.2679999
  60.0000000    0.9200156    0.7179999    0.5089998    0.2680001
  70.0000000    0.9023852    0.6950002    0.5149999    0.2570000
  80.0000000    0.9170008    0.7090001    0.5350003    0.2280002
  90.0000000    0.9332107    0.7810001    0.4610000    0.2200000
 100.0000000    0.9346335    0.7879996    0.4360003    0.2500000
 110.0000000    0.9250156    0.7509999    0.4629998    0.2780001
 120.0000000    0.9064926    0.7100000    0.5229998    0.2100000
 130.0000000    0.9166511    0.7220001    0.4870000    0.2860000
 140.0000000    0.9114418    0.6710000    0.5460000    0.2870002
 150.0000000    0.9283242    0.6770000    0.5509996    0.3160002
 160.0000000    0.9297028    0.6110001    0.6550002    0.2489998
 170.0000000    0.9152557    0.5960002    0.6259999    0.3009999
 180.0000000    0.9170841    0.6610003    0.5609999    0.2990000
 190.0000000    0.8943318    0.6220002    0.5520000    0.3290000
 200.0000000    0.9372755    0.6600003    0.5609999    0.3580000
 210.0000000    0.9696476    0.6900001    0.5960002    0.3300002
 220.0000000    0.9063559    0.6160002    0.5799999    0.3249998
 230.0000000    0.9733471    0.6900001    0.6020002    0.3300002
 240.0000000    0.9744263    0.6950002    0.6160002    0.2950001
 250.0000000    0.9358534    0.7259998    0.5149999    0.2890000
 260.0000000    0.9317485    0.6830001    0.5710001    0.2750001
 270.0000000    0.8968081    0.6539998    0.5450001    0.2820001
 280.0000000    0.9445531    0.6919999    0.5609999    0.3139999
 290.0000000    0.9163738    0.6960001    0.4909997    0.3380001
 300.0000000    0.8905261    0.6840000    0.4909997    0.2900000
 310.0000000    0.9365746    0.7360001    0.4759998    0.3300002
 320.0000000    0.9100258    0.7320004    0.4690003    0.2690001
 330.0000000    0.9175594    0.7290001    0.4650002    0.3069999
 340.0000000    0.8862633    0.6860003    0.4710002    0.3049998
 350.0000000    0.9336156    0.7270002    0.4969997    0.3099999
 360.0000000    0.8964874    0.7469997    0.4089999    0.2800002
 370.0000000    0.9037250    0.7310004    0.4710002    0.2460001
 380.0000000    0.9144068    0.7570004    0.4210000    0.2930002
 390.0000000    0.9157655    0.7850003    0.4150000    0.2240000
 400.0000000    0.9451847    0.7740002    0.4829998    0.2470000
 410.0000000    0.9261501    0.7280002    0.4870000    0.3009999
 420.0000000    0.8731253    0.7170005    0.4029999    0.2930002
